,Number,Name,Department,Functional_Group,Sp_Area_Designed,Area_Briefed,Area Dif
2319437,10.01.01.050,SURGICAL EQUIPMENT/MATERIAL STORE ROOM,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,28.08,30.00,1.92
2319428,10.01.01.051,ROOM FOR BLOOD VENDING SYSTEM,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,8.41,10.00,1.59
2319329,10.01.01.052,FLEXIBLE ENDOSCOPE CABINETS STORE ROOM,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,10.26,10.00,-0.26
2319452,10.01.01.053,ROOM FOR BONE/SKIN/TISSUE BANK,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,13.02,10.00,-3.02
2319649,10.01.01.054,IMAGING EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,6.15,0.00,-6.15
2319419,10.01.01.055,IMAGING EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,11.47,0.00,-11.47
2319416,10.01.01.056,RESUSCITATION TROLLEY PARKING ALCOVES,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,3.62,0.00,-3.62
2319476,10.01.01.057,RESUSCITATION TROLLEY PARKING ALCOVES,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,4.22,0.00,-4.22
3796726,10.01.01.058,CLEANER'S ROOM,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,7.60,5.00,-2.60
2319473,10.01.01.059,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,4.67,0.00,-4.67
2319470,10.01.01.060,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,4.51,0.00,-4.51
2319467,10.01.01.061,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,4.42,0.00,-4.42
2319464,10.01.01.062,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,4.76,0.00,-4.76
2319630,10.01.01.063,REFUSE,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,21.68,10.00,-11.68
2319461,10.01.01.064,DIRTY INSTRUMENT ROOM,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,9.37,15.00,5.63
2319485,10.01.01.065,SOILED LINEN,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,9.22,10.00,0.78
2319455,10.01.01.066,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,11.17,10.00,-1.17
2319850,10.01.01.067,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,29.47,10.00,-19.47
3584401,10.01.01.068,CART PARKING AREA,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,14.44,0.00,-14.44
2319482,10.01.01.069,SOILED INSTRUMENT UNLOADING AREA,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,21.26,0.00,-21.26
3089586,10.01.01.070,DUMBWAITER,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,0.00,0.00,0.00
3808128,10.01.01.071,DUMBWAITER,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,0.00,0.00,0.00
2319817,10.01.01.072,BYPASS MACHINE ROOM,10 - OPERATING THEATRES,10.01.01 - OPERATING THEATRES,18.59,15.00,-3.59
2319458,10.01.02.001,PROVIDER WORKING ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,39.08,30.00,-9.08
2319431,10.01.02.002,GENERIC CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,50.75,40.00,-10.75
2883399,10.01.02.003,STERILE CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,57.89,50.00,-7.89
2319317,10.01.02.004,STERILE CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,30.72,50.00,19.28
2319440,10.01.02.005,EQUIPMENT STORE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,30.41,30.00,-0.41
2885443,10.01.02.006,MEDICATION ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,11.17,10.00,-1.17
2336336,10.01.02.007,CENTRAL FLUID STORE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,8.39,15.00,6.61
2881734,10.01.02.008,ANAESTHETIC CONSUMABLES STORE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,58.78,60.00,1.22
4111855,10.01.02.009,LINEN STORE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,37.88,15.00,-22.88
2319422,10.01.02.010,STAFF ROOM CUM PANTRY (NON STERILE AREA),10 - OPERATING THEATRES,10.01.02 - SUPPORT,71.05,60.00,-11.05
2319443,10.01.02.011,DOCUMENTATION ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,31.63,20.00,-11.63
2319425,10.01.02.012,INTERVIEW ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,13.00,10.00,-3.00
3796782,10.01.02.013,STAFF WC (UNISEX),10 - OPERATING THEATRES,10.01.02 - SUPPORT,10.10,0.00,-10.10
2319326,10.01.02.014,STAFF WC (UNISEX),10 - OPERATING THEATRES,10.01.02 - SUPPORT,9.56,0.00,-9.56
2319449,10.01.02.015,EQUIPMENT REPAIR & MAINTENANCE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,25.29,15.00,-10.29
2319637,10.01.02.016,NURSE STATION (OT RECEPTION),10 - OPERATING THEATRES,10.01.02 - SUPPORT,25.01,0.00,-25.01
2319410,10.01.02.017,PATIENT & FAMILY RECEPTION LOUNGE,10 - OPERATING THEATRES,10.01.02 - SUPPORT,31.65,0.00,-31.65
2319413,10.01.02.018,ADMISSION & TROLLEY PARKING ALCOVES (OT RECEPTION),10 - OPERATING THEATRES,10.01.02 - SUPPORT,39.96,0.00,-39.96
2382555,10.01.02.019,PERFUSIONIST WORKING ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,27.00,12.00,-15.00
3622940,10.01.02.020,SLUICE ROOM,10 - OPERATING THEATRES,10.01.02 - SUPPORT,27.86,15.00,-12.86
4568495,10.01.03.001,PACU BAY (GENERAL PACU),10 - OPERATING THEATRES,10.01.03 - PACU,158.38,0.00,-158.38
2319392,10.01.03.002,TEAM STATION,10 - OPERATING THEATRES,10.01.03 - PACU,21.36,0.00,-21.36
2319377,10.01.03.003,EQUIPMENT ROOM,10 - OPERATING THEATRES,10.01.03 - PACU,16.33,15.00,-1.33
2319380,10.01.03.004,LABORATORY ROOM,10 - OPERATING THEATRES,10.01.03 - PACU,5.49,5.00,-0.49
2319395,10.01.03.005,CLEAN UTILITY,10 - OPERATING THEATRES,10.01.03 - PACU,9.34,10.00,0.66
2319404,10.01.03.006,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.01.03 - PACU,12.61,10.00,-2.61
2319407,10.01.03.007,LINEN STORE ROOM,10 - OPERATING THEATRES,10.01.03 - PACU,13.22,10.00,-3.22
2319386,10.01.03.008,CLEANER'S ROOM,10 - OPERATING THEATRES,10.01.03 - PACU,4.73,5.00,0.27
2319383,10.01.03.009,SPECIMEN,10 - OPERATING THEATRES,10.01.03 - PACU,7.75,5.00,-2.75
2319401,10.01.03.010,GOWN UP ALCOVES,10 - OPERATING THEATRES,10.01.03 - PACU,4.48,0.00,-4.48
2319398,10.01.03.011,GOWN DOWN ALCOVES,10 - OPERATING THEATRES,10.01.03 - PACU,4.47,0.00,-4.47
2319389,10.01.03.012,SOILED LINEN,10 - OPERATING THEATRES,10.01.03 - PACU,4.63,5.00,0.37
3655455,10.02.01.001,STAFF CHANGE WITH LOCKERS M,10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,138.77,86.00,-52.77
3756277,10.02.01.002,STAFF CHANGE WITH LOCKERS M,10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,114.72,86.00,-28.72
3725806,10.02.01.003,STAFF CHANGE WITH LOCKERS (F),10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,163.68,117.00,-46.68
3756203,10.02.01.004,STAFF CHANGE WITH LOCKERS (F),10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,163.07,117.00,-46.07
3745312,10.02.01.005,CALL ROOM,10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,10.55,7.00,-3.55
3760343,10.02.01.006,CALL ROOM,10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,7.00,7.00,0.00
3743813,10.02.01.007,CALL ROOM,10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,7.00,7.00,0.00
3743807,10.02.01.008,CALL ROOM,10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,7.00,7.00,0.00
3743800,10.02.01.009,CALL ROOM,10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,7.00,7.00,0.00
4572737,10.02.01.010,CALL ROOM,10 - OPERATING THEATRES,10.02.01 - STAFF CHANGE & CALL ROOM,9.33,7.00,-2.33
3465258,10.02.02.001,OFFICE (DOM & CLERK),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),12.61,10.00,-2.61
3465261,10.02.02.002,OFFICE (NC & CLERK),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),11.20,10.00,-1.20
3739293,10.02.02.003,OFFICE (WARD MANAGER),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),10.38,0.00,-10.38
4231138,10.02.02.004,DUTY ROOM,10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),16.55,0.00,-16.55
3755570,10.02.02.005,OFFICE (CLERICAL STAFF - OPERATING THEATRE),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),38.77,0.00,-38.77
3465291,10.02.02.006,OFFICE (COS),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),11.78,23.00,11.22
3761322,10.02.02.007,OFFICE (CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),18.22,19.00,0.78
3761316,10.02.02.008,OFFICE (CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),15.04,19.00,3.96
3761319,10.02.02.009,OFFICE (CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),9.91,19.00,9.09
3761313,10.02.02.010,OFFICE (CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),16.27,19.00,2.73
3761307,10.02.02.011,OFFICE (CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),16.04,19.00,2.96
3761310,10.02.02.012,OFFICE (CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),14.83,19.00,4.17
3763812,10.02.02.013,OFFICE (CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),17.61,19.00,1.39
3729214,10.02.02.014,OFFICE (CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),18.59,19.00,0.41
3745327,10.02.02.015,OFFICE (ASSOCIATE CONSULTANT),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),36.51,0.00,-36.51
3751695,10.02.02.016,OFFICE (MO),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),39.31,0.00,-39.31
3767517,10.02.02.017,OFFICE (SECRETARY),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),9.64,5.00,-4.64
3755506,10.02.02.018,OFFICE CLERICAL STAFF (DEPARTMENT OF ANAESTHESIOLOGY & OTS),10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),23.93,0.00,-23.93
3465243,10.02.02.019,RECEPTION AREA,10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),11.10,0.00,-11.10
3767611,10.02.02.020,MULTI-FUNCTION ROOM,10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),63.33,45.00,-18.33
3767652,10.02.02.021,SEMINAR CUM TUTORIAL ROOM,10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),74.51,30.00,-44.51
3767307,10.02.02.022,STAFF ROOM CUM PANTRY,10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),46.70,10.00,-36.70
3760291,10.02.02.023,STORAGE ROOM,10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),4.83,5.00,0.17
3467676,10.02.02.024,CLEANER'S ROOM,10 - OPERATING THEATRES,10.02.02 - OFFICE (ADMINISTRATIVE & ACADEMIC),6.15,5.00,-1.15
2337384,10.03.01.001,HYBRID THEATRE (WITH BIPLANE DSA),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,70.05,120.00,49.95
2337398,10.03.01.002,HYBRID THEATRE (WITH BIPLANE DSA),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,70.43,120.00,49.57
2338740,10.03.01.003,CONTROL ROOM/PACS ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,19.70,20.00,0.30
2338749,10.03.01.004,CONTROL ROOM/PACS ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,19.64,20.00,0.36
2294517,10.03.01.005,ISOLATION THEATRE,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,57.23,60.00,2.77
2294514,10.03.01.006,ISOLATION THEATRE,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,56.59,60.00,3.41
2341570,10.03.01.007,ANTEROOM FOR ISOLATION,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.91,5.00,-3.91
2343488,10.03.01.008,ANTEROOM FOR ISOLATION,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,7.81,5.00,-2.81
2294592,10.03.01.009,ANTEROOM FOR ISOLATION,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,5.93,5.00,-0.93
2294595,10.03.01.010,ANTEROOM FOR ISOLATION,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.57,5.00,-3.57
2346048,10.03.01.011,ANTEROOM FOR ISOLATION,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.88,5.00,-3.88
2342677,10.03.01.012,ANTEROOM FOR ISOLATION,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.23,5.00,-3.23
2337916,10.03.01.013,SPECIAL THEATRE (EQUIPPED WITH O-ARM IMAGING SYSTEM FOR SPINE SURGERY),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,70.96,80.00,9.04
2658013,10.03.01.014,SPECIAL THEATRE (ROBOTIC),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,69.78,80.00,10.22
2339419,10.03.01.015,SPECIAL THEATRE (EDOLAP SURGERY),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,70.09,80.00,9.91
2294520,10.03.01.016,GENERAL THEATRE,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,56.49,60.00,3.51
2345610,10.03.01.017,GENERAL THEATRE,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,56.56,60.00,3.44
2341528,10.03.01.018,GENERAL THEATRE,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,56.48,60.00,3.52
2341623,10.03.01.019,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,2.92,10.00,7.08
2341909,10.03.01.020,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,3.01,10.00,6.99
2294610,10.03.01.021,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.03,10.00,3.97
2294613,10.03.01.022,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.56,10.00,1.44
2294607,10.03.01.023,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.06,10.00,3.94
2346045,10.03.01.024,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.69,10.00,1.31
2338743,10.03.01.025,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,7.82,10.00,2.18
2341573,10.03.01.026,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,9.76,10.00,0.24
2294493,10.03.01.027,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,11.21,10.00,-1.21
2294496,10.03.01.028,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,11.28,10.00,-1.28
2338289,10.03.01.029,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.10,10.00,1.90
2594945,10.03.01.030,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.94,10.00,1.06
2294634,10.03.01.031,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.98,10.00,1.02
2294472,10.03.01.032,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.04,10.00,1.96
2338737,10.03.01.033,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,7.69,10.00,2.31
2294415,10.03.01.034,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.26,0.00,-6.26
2294550,10.03.01.035,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.07,0.00,-6.07
2294559,10.03.01.036,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.10,0.00,-6.10
2294562,10.03.01.037,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.17,0.00,-6.17
2294580,10.03.01.038,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,7.49,0.00,-7.49
2294577,10.03.01.039,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,5.90,0.00,-5.90
2294574,10.03.01.040,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,5.99,0.00,-5.99
2294571,10.03.01.041,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,5.85,0.00,-5.85
4204481,10.03.01.042,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,7.24,0.00,-7.24
2294565,10.03.01.043,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.15,0.00,-6.15
2294054,10.03.01.044,CENTRAL PREPARATION ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,34.90,50.00,15.10
2345777,10.03.01.045,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,7.49,5.00,-2.49
2294544,10.03.01.046,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,15.35,5.00,-10.35
2294541,10.03.01.047,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,13.38,5.00,-8.38
2294066,10.03.01.048,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,7.67,5.00,-2.67
2339192,10.03.01.049,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,13.25,5.00,-8.25
2347697,10.03.01.050,REGIONAL BLOCK ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,31.77,20.00,-11.77
2294168,10.03.01.051,SURGICAL EQUIPMENT/MATERIAL STORE ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,27.91,30.00,2.09
2294162,10.03.01.052,SURGICAL EQUIPMENT/MATERIAL STORE ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,51.03,30.00,-21.03
2294159,10.03.01.053,ROOM FOR BLOOD VENDING SYSTEM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,8.41,10.00,1.59
2352502,10.03.01.054,FLEXIBLE ENDOSCOPE CABINETS  STORE ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,9.13,10.00,0.87
2294183,10.03.01.055,ROOM FOR BONE/SKIN/TISSUE BANK,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,13.31,10.00,-3.31
2294150,10.03.01.056,IMAGING EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,12.19,0.00,-12.19
2294418,10.03.01.057,IMAGING EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.09,0.00,-6.09
2593444,10.03.01.058,RESUSCITATION TROLLEY PARKING ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,3.42,0.00,-3.42
2294147,10.03.01.059,RESUSCITATION TROLLEY PARKING ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,3.66,0.00,-3.66
3795175,10.03.01.060,CLEANER'S ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,6.18,5.00,-1.18
2294195,10.03.01.061,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,4.48,0.00,-4.48
2294198,10.03.01.062,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,4.66,0.00,-4.66
2294201,10.03.01.063,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,4.45,0.00,-4.45
2294204,10.03.01.064,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,4.75,0.00,-4.75
3795187,10.03.01.065,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,11.37,0.00,-11.37
2294400,10.03.01.066,REFUSE,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,16.79,10.00,-6.79
2294192,10.03.01.067,DIRTY INSTRUMENT ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,18.73,15.00,-3.73
2294216,10.03.01.068,SOILED LINEN,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,14.06,10.00,-4.06
2294186,10.03.01.069,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,22.31,10.00,-12.31
2294135,10.03.01.070,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,5.78,10.00,4.22
2346827,10.03.01.071,CART PARKING AREA,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,14.81,0.00,-14.81
2294213,10.03.01.072,SOILED INSTRUMENT UNLOADING AREA,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,22.33,0.00,-22.33
3808137,10.03.01.073,DUMBWAITER,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,0.00,0.00,0.00
3808146,10.03.01.074,DUMBWAITER,10 - OPERATING THEATRES,10.03.01 - OPERATING THEATRES,0.00,0.00,0.00
2294189,10.03.02.001,PROVIDER WORKING ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,28.26,30.00,1.74
3450367,10.03.02.002,GENERIC CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,98.30,40.00,-58.30
2893960,10.03.02.003,STERILE CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,60.35,50.00,-10.35
2356605,10.03.02.004,STERILE CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,38.64,50.00,11.36
2294171,10.03.02.005,EQUIPMENT STORE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,29.51,30.00,0.49
2891992,10.03.02.006,MEDICATION ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,11.98,10.00,-1.98
2336327,10.03.02.007,CENTRAL FLUID STORE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,8.37,15.00,6.63
2898010,10.03.02.008,ANAESTHETIC CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,57.43,60.00,2.57
2890209,10.03.02.009,LINEN STORE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,26.26,15.00,-11.26
2294174,10.03.02.010,DOCUMENTATION ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,20.19,20.00,-0.19
2294153,10.03.02.011,STAFF ROOM CUM PANTRY (NON STERILE AREA),10 - OPERATING THEATRES,10.03.02 - SUPPORT,73.68,60.00,-13.68
2294156,10.03.02.012,INTERVIEW ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,9.95,10.00,0.05
2294165,10.03.02.013,STAFF WC (UNISEX),10 - OPERATING THEATRES,10.03.02 - SUPPORT,39.86,0.00,-39.86
3650150,10.03.02.014,STAFF WC (UNISEX),10 - OPERATING THEATRES,10.03.02 - SUPPORT,40.30,0.00,-40.30
2294180,10.03.02.015,EQUIPMENT REPAIR & MAINTENANCE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,15.45,15.00,-0.45
2294406,10.03.02.016,NURSE STATION (OT RECEPTION),10 - OPERATING THEATRES,10.03.02 - SUPPORT,25.02,0.00,-25.02
2294141,10.03.02.017,PATIENT & FAMILY RECEPTION LOUNGE,10 - OPERATING THEATRES,10.03.02 - SUPPORT,31.65,0.00,-31.65
2294144,10.03.02.018,ADMISSION & TROLLEY PARKING ALCOVES (OT RECEPTION),10 - OPERATING THEATRES,10.03.02 - SUPPORT,43.48,0.00,-43.48
2896130,10.03.02.019,SLUICE ROOM,10 - OPERATING THEATRES,10.03.02 - SUPPORT,30.86,15.00,-15.86
4571722,10.03.03.001,PACU BAY (GENERAL PACU),10 - OPERATING THEATRES,10.03.03 - PACU,317.53,0.00,-317.53
3795024,10.03.03.002,TEAM STATION,10 - OPERATING THEATRES,10.03.03 - PACU,21.84,0.00,-21.84
2294108,10.03.03.003,EQUIPMENT ROOM,10 - OPERATING THEATRES,10.03.03 - PACU,15.35,15.00,-0.35
2294111,10.03.03.004,LABORATORY ROOM,10 - OPERATING THEATRES,10.03.03 - PACU,5.63,5.00,-0.63
2294126,10.03.03.005,CLEAN UTILITY,10 - OPERATING THEATRES,10.03.03 - PACU,9.40,10.00,0.60
